[0.012s][info][gc,init] CardTable entry size: 512
[0.012s][info][gc     ] Using G1
[0.024s][info][gc,init] Version: 21.0.5+9-LTS-239 (release)
[0.024s][info][gc,init] CPUs: 12 total, 12 available
[0.024s][info][gc,init] Memory: 16190M
[0.024s][info][gc,init] Large Page Support: Disabled
[0.024s][info][gc,init] NUMA Support: Disabled
[0.024s][info][gc,init] Compressed Oops: Enabled (Zero based)
[0.024s][info][gc,init] Heap Region Size: 2M
[0.024s][info][gc,init] Heap Min Capacity: 2G
[0.024s][info][gc,init] Heap Initial Capacity: 2G
[0.024s][info][gc,init] Heap Max Capacity: 4G
[0.024s][info][gc,init] Pre-touch: Disabled
[0.024s][info][gc,init] Parallel Workers: 10
[0.024s][info][gc,init] Concurrent Workers: 3
[0.025s][info][gc,init] Concurrent Refinement Workers: 10
[0.025s][info][gc,init] Periodic GC: Disabled
[0.042s][info][gc,metaspace] CDS archive(s) mapped at: [0x0000020f80000000-0x0000020f80c90000-0x0000020f80c90000), size 13172736, SharedBaseAddress: 0x0000020f80000000, ArchiveRelocationMode: 1.
[0.042s][info][gc,metaspace] Compressed class space mapped at: 0x0000020f81000000-0x0000020fc1000000, reserved size: 1073741824
[0.042s][info][gc,metaspace] Narrow klass base: 0x0000020f80000000, Narrow klass shift: 0, Narrow klass range: 0x100000000
[0.467s][info][gc,start    ] GC(0) Pause Young (Normal) (G1 Evacuation Pause)
[0.469s][info][gc,task     ] GC(0) Using 10 workers of 10 for evacuation
[0.473s][info][gc,phases   ] GC(0)   Pre Evacuate Collection Set: 0.2ms
[0.473s][info][gc,phases   ] GC(0)   Merge Heap Roots: 0.1ms
[0.473s][info][gc,phases   ] GC(0)   Evacuate Collection Set: 3.2ms
[0.473s][info][gc,phases   ] GC(0)   Post Evacuate Collection Set: 0.4ms
[0.473s][info][gc,phases   ] GC(0)   Other: 1.5ms
[0.473s][info][gc,heap     ] GC(0) Eden regions: 51->0(44)
[0.473s][info][gc,heap     ] GC(0) Survivor regions: 0->7(7)
[0.473s][info][gc,heap     ] GC(0) Old regions: 0->5
[0.473s][info][gc,heap     ] GC(0) Humongous regions: 1->0
[0.473s][info][gc,metaspace] GC(0) Metaspace: 1316K(1472K)->1316K(1472K) NonClass: 1218K(1280K)->1218K(1280K) Class: 97K(192K)->97K(192K)
[0.473s][info][gc          ] GC(0) Pause Young (Normal) (G1 Evacuation Pause) 104M->22M(2048M) 5.806ms
[0.473s][info][gc,cpu      ] GC(0) User=0.00s Sys=0.00s Real=0.01s
[0.599s][info][gc,start    ] GC(1) Pause Young (Normal) (G1 Evacuation Pause)
[0.599s][info][gc,task     ] GC(1) Using 10 workers of 10 for evacuation
[0.604s][info][gc,phases   ] GC(1)   Pre Evacuate Collection Set: 0.2ms
[0.604s][info][gc,phases   ] GC(1)   Merge Heap Roots: 0.1ms
[0.604s][info][gc,phases   ] GC(1)   Evacuate Collection Set: 3.5ms
[0.604s][info][gc,phases   ] GC(1)   Post Evacuate Collection Set: 0.5ms
[0.604s][info][gc,phases   ] GC(1)   Other: 0.1ms
[0.604s][info][gc,heap     ] GC(1) Eden regions: 44->0(44)
[0.604s][info][gc,heap     ] GC(1) Survivor regions: 7->7(7)
[0.604s][info][gc,heap     ] GC(1) Old regions: 5->13
[0.604s][info][gc,heap     ] GC(1) Humongous regions: 0->0
[0.604s][info][gc,metaspace] GC(1) Metaspace: 1318K(1472K)->1318K(1472K) NonClass: 1220K(1280K)->1220K(1280K) Class: 97K(192K)->97K(192K)
[0.604s][info][gc          ] GC(1) Pause Young (Normal) (G1 Evacuation Pause) 110M->39M(2048M) 4.692ms
[0.604s][info][gc,cpu      ] GC(1) User=0.00s Sys=0.00s Real=0.00s
[0.667s][info][gc,start    ] GC(2) Pause Young (Normal) (G1 Evacuation Pause)
[0.667s][info][gc,task     ] GC(2) Using 10 workers of 10 for evacuation
[0.672s][info][gc,phases   ] GC(2)   Pre Evacuate Collection Set: 0.2ms
[0.672s][info][gc,phases   ] GC(2)   Merge Heap Roots: 0.1ms
[0.672s][info][gc,phases   ] GC(2)   Evacuate Collection Set: 4.3ms
[0.672s][info][gc,phases   ] GC(2)   Post Evacuate Collection Set: 0.4ms
[0.672s][info][gc,phases   ] GC(2)   Other: 0.1ms
[0.672s][info][gc,heap     ] GC(2) Eden regions: 44->0(44)
[0.672s][info][gc,heap     ] GC(2) Survivor regions: 7->7(7)
[0.672s][info][gc,heap     ] GC(2) Old regions: 13->22
[0.672s][info][gc,heap     ] GC(2) Humongous regions: 0->0
[0.672s][info][gc,metaspace] GC(2) Metaspace: 1319K(1472K)->1319K(1472K) NonClass: 1221K(1280K)->1221K(1280K) Class: 97K(192K)->97K(192K)
