[0.011s][info][gc,init] CardTable entry size: 512
[0.012s][info][gc     ] Using G1
[0.020s][info][gc,init] Version: 21.0.5+9-LTS-239 (release)
[0.020s][info][gc,init] CPUs: 12 total, 12 available
[0.021s][info][gc,init] Memory: 16190M
[0.021s][info][gc,init] Large Page Support: Disabled
[0.021s][info][gc,init] NUMA Support: Disabled
[0.021s][info][gc,init] Compressed Oops: Enabled (Zero based)
[0.021s][info][gc,init] Heap Region Size: 2M
[0.021s][info][gc,init] Heap Min Capacity: 2G
[0.021s][info][gc,init] Heap Initial Capacity: 2G
[0.021s][info][gc,init] Heap Max Capacity: 4G
[0.021s][info][gc,init] Pre-touch: Disabled
[0.021s][info][gc,init] Parallel Workers: 10
[0.021s][info][gc,init] Concurrent Workers: 3
[0.021s][info][gc,init] Concurrent Refinement Workers: 10
[0.021s][info][gc,init] Periodic GC: Disabled
[0.029s][info][gc,metaspace] CDS archive(s) mapped at: [0x000001f81e000000-0x000001f81ec90000-0x000001f81ec90000), size 13172736, SharedBaseAddress: 0x000001f81e000000, ArchiveRelocationMode: 1.
[0.029s][info][gc,metaspace] Compressed class space mapped at: 0x000001f81f000000-0x000001f85f000000, reserved size: 1073741824
[0.029s][info][gc,metaspace] Narrow klass base: 0x000001f81e000000, Narrow klass shift: 0, Narrow klass range: 0x100000000
[0.378s][info][gc,start    ] GC(0) Pause Young (Normal) (G1 Evacuation Pause)
[0.379s][info][gc,task     ] GC(0) Using 10 workers of 10 for evacuation
[0.384s][info][gc,phases   ] GC(0)   Pre Evacuate Collection Set: 0.3ms
[0.385s][info][gc,phases   ] GC(0)   Merge Heap Roots: 0.1ms
[0.385s][info][gc,phases   ] GC(0)   Evacuate Collection Set: 4.5ms
[0.385s][info][gc,phases   ] GC(0)   Post Evacuate Collection Set: 0.4ms
[0.385s][info][gc,phases   ] GC(0)   Other: 0.8ms
[0.385s][info][gc,heap     ] GC(0) Eden regions: 51->0(50)
[0.385s][info][gc,heap     ] GC(0) Survivor regions: 0->6(7)
[0.385s][info][gc,heap     ] GC(0) Old regions: 0->0
[0.385s][info][gc,heap     ] GC(0) Humongous regions: 0->0
[0.385s][info][gc,metaspace] GC(0) Metaspace: 1698K(1792K)->1698K(1792K) NonClass: 1555K(1600K)->1555K(1600K) Class: 142K(192K)->142K(192K)
[0.385s][info][gc          ] GC(0) Pause Young (Normal) (G1 Evacuation Pause) 102M->10M(2048M) 6.588ms
[0.385s][info][gc,cpu      ] GC(0) User=0.05s Sys=0.00s Real=0.01s
[0.530s][info][gc,start    ] GC(1) Pause Young (Normal) (G1 Evacuation Pause)
[0.530s][info][gc,task     ] GC(1) Using 10 workers of 10 for evacuation
[0.535s][info][gc,phases   ] GC(1)   Pre Evacuate Collection Set: 0.2ms
[0.535s][info][gc,phases   ] GC(1)   Merge Heap Roots: 0.1ms
[0.536s][info][gc,phases   ] GC(1)   Evacuate Collection Set: 5.1ms
[0.536s][info][gc,phases   ] GC(1)   Post Evacuate Collection Set: 0.3ms
[0.536s][info][gc,phases   ] GC(1)   Other: 0.1ms
[0.536s][info][gc,heap     ] GC(1) Eden regions: 50->0(60)
[0.536s][info][gc,heap     ] GC(1) Survivor regions: 6->3(7)
[0.536s][info][gc,heap     ] GC(1) Old regions: 0->4
[0.536s][info][gc,heap     ] GC(1) Humongous regions: 0->0
[0.536s][info][gc,metaspace] GC(1) Metaspace: 1710K(1792K)->1710K(1792K) NonClass: 1568K(1600K)->1568K(1600K) Class: 142K(192K)->142K(192K)
[0.536s][info][gc          ] GC(1) Pause Young (Normal) (G1 Evacuation Pause) 110M->11M(2048M) 6.004ms
